source_project,Stage,Created Date,Primary Source,Apartment Sub Type,Apartment,Postal Code,City,First Time Buyer,1st Applicant Age,1st Applicant Gender,Industry,Occupation-1st Applicant,1st Appicant Annual Income,Annual Household Income in Lakhs
Ecopolitan,5.Booking Confirmed,19/10/2024,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W3/1805,560049,Bangalore,,36.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,22/11/2024,Purva Champion,3BHK+2T COMFORT,Ecopolitan/W3/1905,560043,Bangalore,First Home,59.0,Male,Others,HOUSEWIFE,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W3/0606,560027,Bengaluru,First Home,52.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W3/0706,560048,Bangalore,First Home,44.0,Male,Real Estate,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W3/0806,560092,Banglaore,First Home,25.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W3/0906,560043,Bangaluru,,,,Real Estate,,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W3/1006,560093,Bangalore,,47.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W3/1106,560043,Bangaluru,,,,Real Estate,,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W3/1206,560092,Bangalore,First Home,33.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/0707,560083,Bangaluru,First Home,41.0,Male,Real Estate,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W3/1406,560043,Bengaluru,First Home,,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W3/1506,518543,Kurnool,First Home,29.0,Male,Real Estate,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W3/1706,560043,Banglaore,First Home,47.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W3/1806,560043,Bangaluru,,,,Real Estate,,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W3/1906,560043,Bangaluru,,,,Real Estate,,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/0607,571211,Bangalore,First Home,34.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/0807,560076,Bengaluru,First Home,45.0,Male,Others,SALARIED,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/0907,560055,Bangalore,First Home,36.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/1307,573137,Hasan,,29.0,Female,Real Estate,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/1407,560032,Banglaore,,38.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/1507,826004,Dhanbad,First Home,50.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/1707,490006,Bhilai,First Home,53.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/1807,560064,Bangaluru,,41.0,,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/1907,800026,Bihar,,58.0,,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/0608,580030,Dharwad,First Home,48.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/0708,560090,Bangaluru,First Home,29.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/0808,560023,Bangalore,,58.0,Male,Others,,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/0908,560035,Banglaore,First Home,41.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/1008,560077,Banglaore,First Home,29.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/1108,686101,Kottayam,First Home,49.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/1208,560036,Bangalore,First Home,39.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/1308,560068,Bangaluru,,45.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/1408,560087,Banglaore,First Home,69.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/1808,560043,Bangaluru,,,,Real Estate,,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/1908,562104,Chikkabalapur,First Home,55.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,12/5/2024,Provident Premier,1BHK+1T,Ecopolitan/W4/1205,046960,Dubai,First Home,59.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,28/9/2023,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/1204,742103,Murshidabad,,29.0,,,,,
Ecopolitan,5.Booking Confirmed,19/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W4/1305,560087,Bangalore,,67.0,,,,,
Ecopolitan,5.Booking Confirmed,27/1/2024,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/0104,560048,Banglaore,First Home,45.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1003,560035,Bangalore,,36.0,,,,,
Ecopolitan,5.Booking Confirmed,20/1/2024,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/1704,560032,Banglaore,First Home,40.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,2/9/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/0801,753012,Cuttack,,34.0,,,,,
Ecopolitan,5.Booking Confirmed,11/10/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1903,560100,Bangalore,,42.0,,,,,
Ecopolitan,5.Booking Confirmed,21/12/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/0601,201005,Ghaziabad,First Home,35.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,8/1/2024,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/0401,560097,Banglaore,First Home,57.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,19/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1207,700013,Kolkatha,,37.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/0808,827006,Bangalore,,52.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1306,753003,Cuttack,,41.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/0403,560086,Bangalore,,18.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1607,560076,Bangalore,,41.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/0906,570019,mysore,,41.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1606,560087,Bangalore,,34.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1108,770033,Birmitrapur,,40.0,,,Salaried,,
Ecopolitan,5.Booking Confirmed,30/9/2023,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/0404,560076,Bangalore,,39.0,,IT/ITES,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1102,783335,Assam,,44.0,,,,,
Ecopolitan,5.Booking Confirmed,27/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/0203,560097,Bangalore,,47.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/0607,751002,Orisha,,34.0,,,,,
Ecopolitan,5.Booking Confirmed,19/12/2023,Purva Privilege,2BHK+2T GRAND,Ecopolitan/W4/0502,560087,Banglaore,First Home,40.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,13/12/2025,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/0102,560097,Bengaluru,First Home,32.0,Female,Transportation,SALARIED,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/0604,221005,varanasi,,47.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1103,560035,Bangalore,,33.0,,,,,
Ecopolitan,5.Booking Confirmed,30/9/2024,Provident Premier,2BHK+2T GRAND,Ecopolitan/W4/0702,520013,Vijayawada,,52.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W4/1705,560077,Banglore,,22.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1707,560001,Tadipatri,,42.0,,,,,
Ecopolitan,5.Booking Confirmed,19/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/0602,50819,Ras Al Khaimah,,,,,,,
Ecopolitan,5.Booking Confirmed,19/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/0706,243001,Bareilly,,31.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W4/1005,695012,Kerala,,46.0,,,,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/0202,560068,Bangalore,,40.0,,,,,
Ecopolitan,5.Booking Confirmed,11/9/2023,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/1104,132103,Panipat,,57.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1203,560043,Bangalore,,,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1603,831019,Jmashedpur,,28.0,,,,,
Ecopolitan,5.Booking Confirmed,23/9/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/0101,560087,Bangalore,,31.0,,,,,
Ecopolitan,5.Booking Confirmed,31/12/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/0201,560073,Banglaore,First Home,46.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,25/12/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/0301,560043,Banglaore,First Home,31.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/0501,110043,Banglore,,28.0,,,,,
Ecopolitan,5.Booking Confirmed,13/12/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/0701,844123,Vaishali,First Home,42.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,19/9/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1508,560048,Bangalore,,53.0,,,,,
Ecopolitan,5.Booking Confirmed,13/9/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1001,560017,Bangalore,,33.0,,,,,
Ecopolitan,5.Booking Confirmed,30/10/2023,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/0204,683513,Ernakulam,,34.0,Male,Automotive,Salaried,,
Ecopolitan,5.Booking Confirmed,15/7/2025,Direct WalkIn / Site Branding,3BHK+3T GRAND,Ecopolitan/W4/1101,842002,Muzaffarpur,,44.0,Male,Government,Salaried,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/0303,560086,Bangalore,First Home,22.0,,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,8/10/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1301,560045,Bangalore,,,,,,,
Ecopolitan,5.Booking Confirmed,28/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1401,465661,Rajghar,,35.0,,,,,
Ecopolitan,5.Booking Confirmed,19/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1501,834002,ranchi,,32.0,,,,,
Ecopolitan,5.Booking Confirmed,19/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1601,208011,Kiwai Nagar,,35.0,,,,,
Ecopolitan,5.Booking Confirmed,11/9/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1701,560068,Bangalore,,42.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1801,560037,Bangalore,,57.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1008,560063,Bangalore,First Home,29.0,,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,2/1/2024,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1901,201001,Ghaziabad,First Home,30.0,Female,,Business,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/0603,560087,Bangalore,First Home,31.0,,,HOUSEWIFE,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/0302,682025,Kerla,,52.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/0402,671323,Kasargod,,47.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/0802,560079,Bangalore,,43.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/0902,800002,Bangalore,,27.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1002,585401,Bidar,,39.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1202,560100,Bangalore,,37.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1302,800025,Bihar,,29.0,,,,,
Ecopolitan,5.Booking Confirmed,20/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1402,560073,Bangalore,,60.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1502,560078,Banglore,,39.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1602,201016,Ghaziabad,,45.0,,,,,
Ecopolitan,5.Booking Confirmed,1/10/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1702,560102,Bangalore,,31.0,,,,,
Ecopolitan,5.Booking Confirmed,19/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1307,560060,Bangalore,,35.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1802,560019,Banglore,,28.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/0504,560065,Banglore,,41.0,,,,,
Ecopolitan,5.Booking Confirmed,2/10/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1902,831012,Jamshedpur,,30.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1506,760009,Ganjam,,29.0,,,Salaried,,
Ecopolitan,5.Booking Confirmed,22/10/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/0503,560064,Bangalore,,59.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/0703,560035,Bangalore,First Home,38.0,,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,18/11/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/0803,560085,Bangalore,,40.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,19/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1206,560036,Bangalore,First Home,38.0,,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,19/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/0903,562157,Bangalore,,44.0,,,,,
Ecopolitan,5.Booking Confirmed,6/10/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1608,582114,Gadag,,36.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1303,560016,Bangalore,,,,,,,
Ecopolitan,5.Booking Confirmed,19/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1403,581110,Haveri,,30.0,,,,,
Ecopolitan,5.Booking Confirmed,1/10/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1503,582114,Gadag,,44.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1703,180002,Talab Tillo Bhori,,30.0,,,,,
Ecopolitan,5.Booking Confirmed,30/10/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W4/1803,560092,Bangalore,,31.0,Male,,,,
Ecopolitan,5.Booking Confirmed,12/1/2024,Purva Privilege,3BHK+2T COMFORT,Ecopolitan/W4/0304,560037,Banglaore,First Home,41.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,7/5/2025,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/0704,560046,Bangalore,,34.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,27/11/2023,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/0804,532127,Srikakulam,First Home,29.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,22/2/2025,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/0904,689513,Pathanamthitta,,33.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/1004,846001,bihar,,37.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/1304,560035,Bangalore,,36.0,,,Salaried,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/1404,560043,Bangalore,,34.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/1504,421201,dombivili,,35.0,,,,,
Ecopolitan,5.Booking Confirmed,19/8/2023,Purva Privilege,2BHK+2T COMFORT,Ecopolitan/W4/0807,518543,Nandhiyal,,28.0,,,,,
Ecopolitan,5.Booking Confirmed,10/9/2023,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/1604,400064,Mumbai,,26.0,,,,,
Ecopolitan,5.Booking Confirmed,21/1/2024,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W4/1804,560032,Bangalore,First Home,66.0,Male,Others,Business,,
Ecopolitan,5.Booking Confirmed,29/11/2025,Direct WalkIn / Site Branding,3BHK+2T COMFORT,Ecopolitan/W4/1904,560077,Bengaluru,First Home,45.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1806,560100,Bangalore,First Home,37.0,,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W4/0605,560043,Bangalore,,20.0,,,,,
Ecopolitan,5.Booking Confirmed,19/8/2023,Direct WalkIn / Site Branding,1BHK+1T,Ecopolitan/W4/0705,560078,Banglore,,30.0,,,,,
Ecopolitan,5.Booking Confirmed,16/9/2023,Channel Partner,1BHK+1T,Ecopolitan/W4/0805,201318,Noida,,44.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W4/0905,560077,Bangalore,,37.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W4/1105,834004,Jharkhand,First Home,40.0,,,Salaried,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W4/1405,560103,Bangalore,,40.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W4/1505,411019,Pune,,44.0,,,,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W4/1605,560042,Bangalore,,43.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W4/1805,686609,Vellor,,19.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,1BHK+1T,Ecopolitan/W4/1905,577102,Chikmagalur,,31.0,,,,,
Ecopolitan,5.Booking Confirmed,30/9/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/0606,529892,Singapore,,41.0,,,,,
Ecopolitan,5.Booking Confirmed,19/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/0806,580031,Hubli,,56.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1006,560066,Banglore,,35.0,,,,,
Ecopolitan,5.Booking Confirmed,25/10/2023,Direct WalkIn / Site Branding,2BHK+2T COMFORT,Ecopolitan/W4/1106,277502,Ballia,,31.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1406,560062,Bangalore,,32.0,,,,,
Ecopolitan,5.Booking Confirmed,30/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1706,324009,Kota,,37.0,,,,,
Ecopolitan,5.Booking Confirmed,23/9/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/0608,272207,Jogiya,,35.0,,,,,
Ecopolitan,5.Booking Confirmed,19/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1906,560046,Banglore,,40.0,,,,,
Ecopolitan,5.Booking Confirmed,1/9/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/0707,560064,Banglore,,42.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1807,560017,Bangalore,,42.0,,,,,
Ecopolitan,5.Booking Confirmed,1/9/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/0907,560067,Banglore,,40.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1007,515004,Bangalore,,31.0,,,,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1107,560067,Bangalore,,46.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1407,560079,Bangliore,,38.0,,,,,
Ecopolitan,5.Booking Confirmed,20/8/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1507,751010,Bhubaneshwar,,40.0,,,,,
Ecopolitan,5.Booking Confirmed,3/10/2023,Channel Partner,2BHK+2T COMFORT,Ecopolitan/W4/1907,734011,Darjeeling,,29.0,,,,,
Ecopolitan,5.Booking Confirmed,8/10/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/0708,700117,Kolkata,,33.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/0908,629160,Kanyakumari,,40.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1208,560043,Banglore,,29.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1308,560093,Banglore,,45.0,,,,,
Ecopolitan,5.Booking Confirmed,19/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1408,560064,Banglore,,37.0,,,,,
Ecopolitan,5.Booking Confirmed,18/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1708,441907,Bhandara,,65.0,,,,,
Ecopolitan,5.Booking Confirmed,2/10/2023,Purva Privilege,3BHK+3T GRAND,Ecopolitan/W4/1808,560045,Bangalore,,45.0,,,,,
Ecopolitan,5.Booking Confirmed,15/1/2024,Channel Partner,3BHK+3T GRAND,Ecopolitan/W4/1908,670591,Kannur,First Home,29.0,Male,Banking,Salaried,,
Ecopolitan,5.Booking Confirmed,8/2/2025,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W6/1105,560090,Bangalore,,45.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/3/2024,Direct WalkIn / Site Branding,3BHK+2T COMFORT,Ecopolitan/W6/1804,562157,Bengaluru,First Home,37.0,Male,Education,Salaried,,
Ecopolitan,5.Booking Confirmed,3/4/2025,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W6/0705,524004,Nellore,,32.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,4/2/2025,Channel Partner,3BHK+3T GRAND,Ecopolitan/W6/1001,560077,Bangalore,First Home,33.0,Female,Others,Salaried,,
